Name,Platform,Release_year,Genre,Publisher,Rating
Classic Road,SNES,1993,Sports,Victor Interactive,
Panzer Dragoon Saga,SAT,1997,Role-Playing,Sega,
Michael Phelps: Push the Limit,X360,2011,Sports,505 Games,48
Nicktoons: Unite!,DS,2006,Adventure,THQ,
Lost in Blue,DS,2005,Adventure,Konami Digital Entertainment,69
Wasteland 2,PS4,2015,Role-Playing,Deep Silver,
Smash Court Tennis 3,X360,2007,Sports,Atari,55
Batman: Return to Arkham,XOne,2016,Action,Warner Bros. Interactive Entertainment,77
The Scorpion King: Rise of the Akkadian,GC,2002,Action,Universal Interactive,49
Shining Ark,PSP,2013,Role-Playing,Sega,
Transformers: Beast Wars Transmetals,PS,2000,Fighting,BAM! Entertainment,
GiFTPiA,GC,N/A,Role-Playing,Unknown,
My Little Sister Can't Be This Cute Portable,PSP,2012,Action,Namco Bandai Games,
Backyard NFL Football '10,X360,2009,Sports,Atari,
Constantine,PS2,2005,Action,SCi,58
Charlie and the Chocolate Factory,XB,2005,Adventure,Global Star,39
Dynasty Tactics 2,PS2,2003,Strategy,Tecmo Koei,78
Real World Golf,PS2,2005,Sports,Valcon Games,73
Winter Heat,SAT,1996,Sports,Sega,
Ty the Tasmanian Tiger 2: Bush Rescue,XB,2004,Platform,Electronic Arts,69
Hole in the Wall: Deluxe Edition,X360,2011,Misc,Ubisoft,
Defender,GC,2002,Misc,Midway Games,66
Blazblue: Continuum Shift Extend,PSV,2011,Fighting,PQube,83
4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,DS,2005,Misc,Atari,
Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,45
The Polar Express,GC,2004,Adventure,THQ,40
BMX XXX,XB,2002,Sports,Acclaim Entertainment,58
ATV: Quad Frenzy,DS,2005,Racing,Majesco Entertainment,35
Touch Detective 2 1/2,DS,2007,Adventure,505 Games,67
Animal Planet: Vet Life,DS,2009,Simulation,Activision,
Frogger: Helmet Chaos,PSP,2005,Platform,Konami Digital Entertainment,66
Picross 3D 2,3DS,2015,Puzzle,Nintendo,
Pimp My Ride,X360,2006,Racing,Activision,38
Lady Sia,GBA,2001,Platform,TDK Mediactive,73
Rock Band: Metal Track Pack,PS2,2009,Misc,MTV Games,
Robotech: Invasion,PS2,2004,Shooter,Global Star,57
Vacation Sports,Wii,2009,Sports,Ubisoft,
PDC World Championship Darts: Pro Tour,Wii,2010,Sports,O-Games,
Hollywood Squares,Wii,2010,Misc,Ubisoft,
Dr. Seuss' The Cat in the Hat,XB,2003,Misc,Vivendi Games,56
Irozuki Tingle no Koi no Balloon Trip,DS,2009,Adventure,Nintendo,
Silly Bandz: Play The Craze,DS,2010,Puzzle,Deep Silver,
RIGS: Mechanized Combat League,PS4,2016,Action,Sony Computer Entertainment,79
Final Fantasy I & II,NES,1994,Role-Playing,Square,
Starsky & Hutch,GC,2003,Racing,BAM! Entertainment,
Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,44
Langrisser IV,SAT,1997,Strategy,NCS,
ATV Quad Kings,DS,2010,Racing,Storm City Games,47
FoxKids.com Micro Maniacs Racing,PS,2000,Racing,Codemasters,
Hexen: Beyond Heretic,PS,1997,Shooter,GT Interactive,
NBA Live 16,XOne,2015,Sports,Electronic Arts,60
Arcade Party Pak,PS,1999,Misc,Midway Games,
Deus Ex: Human Revolution,WiiU,2013,Shooter,Square Enix,
Sonic Generations,PC,2011,Platform,Sega,77
Kotoba no Puzzle: Mojipittan Daijiten,PSP,2004,Puzzle,Namco Bandai Games,
Yamaha Supercross,DS,2009,Racing,Zoo Digital Publishing,
Hitman Trilogy,PS2,2007,Action,Eidos Interactive,
Dragon Quest & Final Fantasy in Itadaki Street Portable,PSP,2006,Misc,Square Enix,
Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,48
Railroad Tycoon II,PS,1999,Strategy,PopTop Software,
The Cheetah Girls: Pop Star Sensations,DS,2007,Misc,Disney Interactive Studios,
Kirarin * Revolution: Kira Kira Idol Audition,DS,2006,Simulation,Konami Digital Entertainment,
Rock Band: Metal Track Pack,Wii,2009,Misc,MTV Games,
Ranma 1/2: Akanekodan Teki Hihou,SNES,1993,Role-Playing,TOHO,
Grand Theft Auto: San Andreas,X360,2008,Action,Take-Two Interactive,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011,Action,THQ,
Planet 51,X360,2009,Action,Sega,53
The BIGS,PSP,2007,Sports,Take-Two Interactive,72
[Prototype 2],PC,2012,Action,Activision,76
Zombie Army Trilogy,XOne,2015,Shooter,Rebellion Developments,62
Happy Feet Two,PS3,N/A,Action,Warner Bros. Interactive Entertainment,
Victory Zone,PS,1995,Misc,Sony Computer Entertainment,
Cabela's North American Adventures,X360,2010,Sports,Activision,51
Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,43
Cabela's Adventure Camp,PS3,2011,Misc,Activision,
Goal Storm '97,PS,1996,Sports,Konami Digital Entertainment,
Paws & Claws: Pet Resort,Wii,2009,Simulation,THQ,
Bust-A-Move DS,DS,2005,Puzzle,505 Games,75
Dynasty Warriors Advance,GBA,2005,Action,Nintendo,56
God Eater 2: Rage Burst,PS4,2015,Role-Playing,Namco Bandai Games,69
Pachi-Slot Aruze Oukoku 3,PS,2000,Misc,Aruze Corp,
Tournament Pool,Wii,2009,Sports,Destineer,
Rock Band Track Pack: Classic Rock,PS3,2009,Misc,MTV Games,
Aqua Aqua,PS2,2000,Puzzle,3DO,79
BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,64
Cats & Dogs: The Revenge of Kitty Galore,DS,2010,Action,505 Games,
Mega Man Zero 4,GBA,2005,Platform,Capcom,77
NASCAR '14,PS3,2014,Racing,Deep Silver,67
Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,53
Black Bass with Blue Marlin,PS,1999,Sports,Starfish,
DJ Max Fever,PSP,2009,Misc,PM Studios,77
Mega Man Battle Network 5: Double Team DS (JP sales),DS,2005,Role-Playing,Nintendo,
Shrek: Forever After,X360,2010,Platform,Activision,62
My Boyfriend,DS,2008,Simulation,DTP Entertainment,
Utawarerumono: Chiriyukusha e no Komoriuta,PS2,2006,Adventure,Aqua Plus,
Dawn of Discovery,DS,2009,Simulation,Ubisoft,82
Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,85
Hyper Formation Soccer,PS,1995,Sports,Human Entertainment,
Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts,82
Jupiter Strike,PS,1994,Shooter,Acclaim Entertainment,
Totally Spies! Totally Party,Wii,2008,Misc,Ubisoft,
Sudokuro,DS,2007,Puzzle,Crave Entertainment,
ArmA III,PC,2013,Shooter,Bohemia Interactive,74
Saigo no Yakusoku no Monogatari,PSP,2011,Role-Playing,Unknown,
Metal Gear Solid Integral,PS,1999,Adventure,Konami Digital Entertainment,
Tetris Evolution,X360,2007,Puzzle,THQ,52
Green Lantern: Rise of the Manhunters,DS,2011,Action,Warner Bros. Interactive Entertainment,
FIFA World Cup Germany 2006,PSP,2006,Sports,Electronic Arts,72
Fit in Six,Wii,2011,Sports,Ubisoft,
Reign of Fire,GC,2002,Shooter,BAM! Entertainment,54
Naruto Shippuden: Naruto vs. Sasuke,DS,2008,Action,Takara Tomy,64
MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,68
Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,28
Sniper Elite,Wii,2010,Shooter,Reef Entertainment,71
Tales of the World: Reve Unitia,3DS,2014,Role-Playing,Namco Bandai Games,
Sakura Wars,DC,2000,Adventure,Sega,
Jampack Volume 14 (RP-T),PS2,2006,Misc,Sony Computer Entertainment,
Pro Yakyuu Team o Tsukurou! 2,DS,2009,Sports,Sega,
Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,64
Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,
Woody Woodpecker Racing,PS,1999,Racing,Konami Digital Entertainment,46
Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,64
Final Fantasy XII International Zodiac Job System,PS2,2007,Role-Playing,Square Enix,
Fight Club,XB,2004,Fighting,Vivendi Games,37
WWE 2K17,X360,2016,Sports,Take-Two Interactive,
Carnage Heart,PS,1995,Strategy,Sony Computer Entertainment,
Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,83
"Grand Theft Auto: Mission Pack #1, London 1969",PS,1998,Adventure,Take-Two Interactive,
Kamen Rider: Climax Heroes,PS2,2009,Fighting,Namco Bandai Games,
Robotics;Notes,PS3,2012,Adventure,5pb,
Disney Channel Collection Vol. 1,GBA,2004,Misc,N/A,
Total Immersion Racing,PS2,2002,Racing,Empire Interactive,59
The Hardy Boys: The Hidden Theft,Wii,2009,Adventure,The Adventure Company,50
Virtual Hydlide,SAT,1995,Role-Playing,Sega,
Rango: The Video Game,DS,2011,Action,Electronic Arts,55
Warriors Orochi 3,PSP,2012,Action,Ubisoft Annecy,
Space Invaders,GBA,2002,Shooter,Activision,
FlatOut: Ultimate Carnage,X360,2007,Racing,Empire Interactive,80
Viewtiful Joe: Double Trouble!,DS,2005,Action,Capcom,
Digimon Digital Card Battle,PS,1999,Strategy,Namco Bandai Games,51
Petz Fashion: Dogz & Catz,DS,2009,Simulation,Ubisoft,
Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,66
Kuroko's Basketball: Miracle Game,PSP,2012,Sports,Namco Bandai Games,
Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,75
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,PS2,2006,Sports,Konami Digital Entertainment,
Stronghold Kingdoms,PC,2011,Strategy,DTP Entertainment,75
Yuusha no Kuse ni Namaikida Or 3D,PSP,2010,Strategy,Sony Computer Entertainment,
Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,54
Dead to Rights II,XB,2005,Shooter,Electronic Arts,54
Hysteria Hospital: Emergency Ward,DS,2009,Action,Oxygen Interactive,45
Project: Horned Owl,PS,1995,Shooter,Sony Computer Entertainment,
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012,Action,Namco Bandai Games,
Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games,60
Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,79
Dragon Ball Z Super Gokuden: Kakusei-Hen,SNES,1995,Role-Playing,Namco Bandai Games,
Busou Shinki: Battle Masters Mk. 2,PSP,2011,Action,Konami Digital Entertainment,
Skylanders Imaginators,PS3,2016,Platform,Activision,
Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision,63
Fate/Extella: The Umbral Star,PS4,2016,Action,PQube,
Fairy Tail: Portable Guild,PSP,2010,Fighting,Konami Digital Entertainment,
Big League Sports: Summer,DS,2009,Sports,Activision,
SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,62
Brunswick Circuit Pro Bowling 2,PS,2000,Sports,THQ,
D,PS,1995,Adventure,Acclaim Entertainment,
Rock Revolution,DS,2008,Misc,Konami Digital Entertainment,
X-Men: The Official Game,DS,2006,Action,Activision,50
"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,75
Ennichi no Tatsujin,Wii,2006,Misc,Namco Bandai Games,
Mind Zero,PSV,2013,Role-Playing,GungHo,59
Rocky Balboa,PSP,2007,Sports,Ubisoft,58
Wizardry VI: Bane of the Cosmic Forge,SNES,1995,Role-Playing,ASCII Entertainment,
Power Pocket Koushien,DS,2005,Sports,Konami Digital Entertainment,
Pro Yaky? Spirits 2010,PS2,2010,Sports,Konami Digital Entertainment,
Taiko no Tatsujin: V Version,PSV,2015,Action,Namco Bandai Games,
Gravity Games Bike: Street Vert Dirt,PS2,2002,Sports,Midway Games,24
Top Spin,PS2,2005,Sports,Take-Two Interactive,67
Derby Stallion P,PSP,2006,Sports,Enterbrain,
Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,47
Kamen Rider: Battride War II,PS3,2014,Action,Namco Bandai Games,
Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,Action,Spike,
UFC: Tapout 2,XB,2003,Fighting,Capcom,66
Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,DS,2007,Simulation,Konami Digital Entertainment,
The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive,82
My First Dollhouse,DS,2010,Misc,505 Games,
Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive,
Science Papa,DS,2009,Misc,Activision,
The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,59
American Girl: Julie Finds a Way,DS,2007,Adventure,THQ,
Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016,Action,Namco Bandai Games,
Jikkyou Powerful Pro Yakyuu 10,GC,2003,Sports,Konami Digital Entertainment,
Ski-Doo Snowmobile Challenge,PS3,2009,Racing,PQube,
Vexx,XB,2003,Platform,Acclaim Entertainment,70
F1 Career Challenge,PS2,2003,Racing,Electronic Arts,70
Pariah,XB,2005,Action,Hip Interactive,70
Cabela's Outdoor Adventures,XB,2005,Sports,Zoo Digital Publishing,
Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,
Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,76
World Series of Poker: Tournament of Champions 2007 Edition,PSP,2006,Misc,Activision,
Motocross Mania 3,PS2,2004,Racing,Take-Two Interactive,
Sacred 3,PS3,2014,Role-Playing,Deep Silver,56
Yoostar2,PS3,2011,Misc,Unknown,54
Pro Yakyuu Famista DS 2009,DS,2009,Sports,Namco Bandai Games,
Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,79
Banjo-Pilot,GBA,2005,Racing,THQ,68
Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,69
Wasteland 2,PC,2015,Role-Playing,inXile Entertainment,81
The First Templar,X360,2011,Action,Kalypso Media,52
Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,81
Digimon Story: Lost Evolution,DS,2010,Role-Playing,Namco Bandai Games,
Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,54
Princess Debut,DS,2008,Misc,Cave,71
Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,74
Despicable Me: The Game,PS2,2010,Platform,D3Publisher,
Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,83
Etrian Odyssey II: Heroes of Lagaard,3DS,2014,Role-Playing,Atlus,
The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,
Tom Clancy's Splinter Cell: Chaos Theory,GC,2005,Action,Ubisoft,81
Escape From Monkey Island,PS2,2001,Adventure,LucasArts,84
Disney's Chicken Little: Ace In Action,Wii,N/A,Shooter,Disney Interactive Studios,72
The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,61
Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,
Mickey's Speedway USA (weekly JP sales),N64,2000,Racing,Nintendo,
Brain Quest: Grades 5 & 6,DS,2008,Misc,Electronic Arts,
Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,
Boku no Natsuyasumi Portable: Mushi Mushi Hakase to Teppen-yama no Himitsu!!,PSP,2006,Adventure,Sony Computer Entertainment,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,
Power Rangers: Super Legends,DS,2007,Action,Disney Interactive Studios,
Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,
Kidou Senshi Gundam UC,PS3,2012,Action,Namco Bandai Games,
Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,61
Corvette Evolution GT,DS,2008,Racing,Black Bean Games,
Momotarou Dentetsu 16,Wii,2007,Misc,Hudson Soft,
Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,78
Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,78
Syberia,XB,2003,Action,Microids,72
Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,72
Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,66
G1 Jockey 3,PS2,2002,Sports,THQ,71
Family Fun Football,Wii,2009,Sports,Tecmo Koei,
Atsumare! Power Pro Kun no DS Koushien,DS,N/A,Sports,N/A,
Exit DS,DS,2008,Puzzle,Square Enix,64
Revolution X,PS,1995,Shooter,Acclaim Entertainment,
Little Battlers eXperience W,3DS,2013,Role-Playing,Level 5,
Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,76
Blades of Time,X360,2012,Action,Konami Digital Entertainment,52
Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,73
Top Gun: Combat Zones,GBA,2004,Simulation,Mastiff,
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Role-Playing,Atlus,
"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,
Brooktown High: Senior Year,PSP,2007,Simulation,Konami Digital Entertainment,51
Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,72
Doko Demo Issho,PSP,2004,Misc,Sony Computer Entertainment,
Universe at War: Earth Assault,X360,2008,Action,Sega,66
Barbie in The 12 Dancing Princesses,DS,2007,Adventure,Activision,
Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic,
Beyond Good & Evil,XB,2003,Adventure,Ubisoft,
Death By Degrees,PS2,2005,Action,Sony Computer Entertainment,51
Just In Time Translations,DS,2009,Misc,THQ,
Gouketuji Ichizoku 2: Chottodake Saikyou Densetsu,PS,1995,Fighting,Atlus,
Vandal Hearts II,PS,1999,Strategy,Konami Digital Entertainment,
Samurai Warriors Chronicles 2nd,3DS,2012,Action,Ubisoft Annecy,
Rome: Total War,PC,2004,Strategy,Activision,92
Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,
Doom 3,PC,2004,Shooter,Activision,87
WireWay,DS,2009,Adventure,Konami Digital Entertainment,62
Astro Boy: The Video Game,DS,2009,Action,D3Publisher,34
Uta no Prince-Sama: Music,PSP,2011,Misc,Broccoli,
UNO / Skip-Bo / UNO Freefall,DS,2006,Misc,Zoo Digital Publishing,59
Ride,XOne,2015,Racing,Milestone S.r.l.,54
Culdcept DS,DS,2008,Strategy,Sega,
NASCAR The Game: Inside Line,X360,2012,Racing,Activision,72
How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,
JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,39
Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami Digital Entertainment,
Colin McRae Rally 04,XB,2004,Racing,Codemasters,84
The King of Fighters: Dream Match 1999,DC,1999,Fighting,SNK,
Monster Jam: Maximum Destruction,GBA,2002,Racing,Ubisoft,58
FIFA Street,XB,2005,Sports,Electronic Arts,60
Weiss Schwarz Portable,PSP,2011,Strategy,Namco Bandai Games,
Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive,
The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,77
Kirarin * Revolution: Mezase! Idol Queen,DS,2007,Simulation,Konami Digital Entertainment,
Dungeons & Dragons Tactics,PSP,2007,Strategy,Atari,
X-Men: Children of the Atom,PS,1998,Fighting,Acclaim Entertainment,
Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,63
America's Next Top Model,DS,2008,Action,Eidos Interactive,
Blitz: The League II,X360,2008,Sports,Midway Games,68
Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,
Blue Stinger,DC,1999,Adventure,Activision,
Shellshock,PS,1995,Action,Core Design Ltd.,
Miami Law,DS,2009,Adventure,Konami Digital Entertainment,56
Hot Wheels Ultimate Racing,PSP,2007,Action,Activision,60
Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,80
Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,Level 5,
Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,
Hunter: The Reckoning,GC,2002,Action,Virgin Interactive,70
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,DS,2007,Misc,Paon,
PictoImage,DS,2007,Puzzle,Sega,61
Urban Chaos,PS,1999,Action,Eidos Interactive,
Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,
Creeper World 3: Arc Eternal,Wii,2009,Strategy,Namco Bandai Games,
DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,DS,2007,Misc,Shogakukan,
PDC World Championship Darts: Pro Tour,PS3,2010,Sports,O-Games,
Heavy Fire: Afghanistan,Wii,2011,Shooter,Mastiff,
Freaky Flyers,PS2,2003,Racing,Midway Games,66
Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,75
E·O·E: Eve of Extinction,PS2,2002,Fighting,Eidos Interactive,57
Football Manager 2014,PSV,2013,Sports,Sega,
Dark Summit,XB,2001,Sports,THQ,71
Penguin no Mondai: The World,DS,2010,Adventure,Konami Digital Entertainment,
Flushed Away,DS,2006,Platform,D3Publisher,
NHL 2004,GC,2003,Sports,Electronic Arts,85
Hakuouki Portable,PSP,2009,Adventure,Idea Factory,
Surf's Up,X360,2007,Sports,Ubisoft,61
Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision,
Cabela's Adventure Camp,X360,2011,Misc,Activision,
X-Men: The Official Game,XB,2006,Action,Activision,53
RLH: Run Like Hell,PS2,2002,Shooter,Virgin Interactive,58
Digimon Adventure,PSP,2013,Role-Playing,Namco Bandai Games,
Backyard Baseball '10,Wii,2009,Sports,Atari,
Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,71
The Ant Bully,PS2,2006,Platform,Midway Games,52
Conflict: Global Terror,XB,2005,Shooter,SCi,62
Minority Report: Everybody Runs,GC,2002,Action,Activision,53
Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,58
Football Director DS,DS,2008,Sports,Pinnacle,
Project Hacker: Kakusei,DS,2006,Action,Nintendo,
SimAnimals Africa,DS,2009,Simulation,Electronic Arts,
Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,66
Terraria,PSV,2013,Action,Screenlife,85
Guitar Hero: Van Halen,PS2,2009,Misc,Activision,
The Whispered World,PC,2009,Adventure,Deep Silver,70
Olympic Summer Games: Atlanta 1996,PS,1996,Sports,U.S. Gold,
Disney's The Haunted Mansion,GC,2003,Platform,Take-Two Interactive,
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,
Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,
Water Sports,Wii,2009,Action,Avanquest,
Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,53
KORG DS-10 Synthesizer Plus,DS,2009,Misc,AQ Interactive,
Darius Gaiden,SAT,1995,Shooter,Acclaim Entertainment,
Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,65
All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,
Beach Spikers: Virtua Beach Volleyball,GC,2002,Sports,Sega,76
Draglade,DS,2007,Fighting,505 Games,71
Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,68
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009,Role-Playing,Bethesda Softworks,
You Don't Know Jack: Mock 2,PS,2000,Misc,Vivendi Games,82
3D Tank Warfare Simulator Panzer Front,PS,1999,Simulation,Avalon Interactive,
Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,76
Lord of Apocalypse,PSV,2011,Role-Playing,Square Enix,
Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,
Kabushiki Baibai Trainer: Kabutore!,DS,2006,Simulation,Konami Digital Entertainment,
Dancing on Ice,Wii,2010,Sports,Ghostlight,
Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,41
The Destiny of Zorro,Wii,2009,Action,505 Games,
Sword & Sorcery,SAT,1996,Role-Playing,Micro Cabin,
